"x","y"
-1.1516973,39.52248
-0.2967213,39.6328778
-0.230278,39.8155
-0.5944427,39.3585717
-0.521528,38.996361
-0.116,39.896861
-0.162389,39.841028
-0.192028,39.934639
-1.098417,40.683278
-1.243833,38.036889
-0.838083,38.428444
-0.213608,39.8207749
-0.446282,39.5015024
-0.4459421,38.855783
-1.107611,38.122417
-1.0016215,40.6362867
-0.83875,38.573556
-0.938861,39.242278
-0.5631882,39.3753064
-0.445306,38.940389
-0.459611,39.481167
-0.0586107,39.9427402
-0.1678851,38.9192111
-0.353389,39.536472
-0.181889,39.8595
-0.4619561,39.5418341
-0.339028,39.555056
-1.412389,38.245833
-1.279194,40.456111
-0.5642202,38.9415732
-1.282306,39.619194
-1.236806,39.723833
-0.393931,39.782618
-0.9942042,38.0334106
-0.9295914,39.4506572
-1.154917,40.362556
0.291528,40.524028
-1.3670897,39.1008631
-0.512611,39.230694
-0.4943208,38.8911511
0.4175,40.422139
-0.465361,39.471306
-0.3085949,39.5371112
-0.782472,37.859833
-0.3604198,39.4892853
-0.8460395,40.4423115
-1.175556,37.950417
-0.869028,38.643528
-0.462583,39.541361
-0.064666,38.5864757
-0.5082469,39.076348
0.628861,40.764778
-0.439556,38.952
-0.89038,38.827373
-0.452333,39.509861
-0.8854696,39.6473151
0.577806,40.683361
-0.1214622,39.8976781
0.578556,40.625528
-0.455028,39.115528
-0.278194,39.275972
-1.0373456,38.0187693
-0.822528,38.227222
-0.3746532,39.1978995
-0.9409956,38.7297264
-0.31925,39.20725
-0.444306,39.479083
-0.678278,38.257917
-0.708806,38.261861
-1.390639,38.208417
-0.849111,38.199611
-1.275111,38.084889
-0.5766018,38.8852141
-0.466278,39.364167
0.1787886,38.7845441
-1.146528,40.363111
-0.5070937,39.0766698
-0.537639,39.089806
-0.7970674,38.104725
0.427056,40.4235
0.626222,40.765028
-1.1585,37.96775
-1.269291,40.517839
-0.962861,38.047111
-0.6969344,40.0162223
-0.898861,38.143889
0.44275,40.587778
-0.5903661,39.635634
-0.1245,38.589639
-0.398056,39.415528
-1.171028,38.027694
-0.780417,38.493361
-1.313167,38.173222
-1.3578304,40.780144
-1.474107,39.291375
0.46525,40.683278
-0.758389,38.386417
-0.771,38.474472
-0.420667,39.355306
-0.3446471,39.5456084
-0.6875681,38.982109
-0.895056,38.363361
-0.998222,38.339222
-0.7980466,38.2445603
-1.210833,38.156056
-1.434389,38.071806
-0.513389,38.990583
0.118278,40.309472
-0.487889,38.355528
-1.1056878,39.4840547
-1.056167,39.055556
-0.5319234,39.5833153
-0.7163786,37.9490465
-1.5009395,38.0384669
-0.522056,39.069167
-1.2942826,39.420962
-1.329389,38.2377556
-0.2545831,39.7249864
-1.136861,37.971556
-0.429611,39.19275
-0.9402784,40.2194922
-0.6170433,38.820896
-0.386863,39.5132428
-1.359611,39.902806
-0.702111,38.177111
-0.349,39.539194
-0.251139,39.891083
-1.039528,39.773694
-0.2212781,39.8225561
-0.654917,38.57825
-1.0418129,38.0322329
-0.464556,39.261944
-0.260417,39.965333
-1.32875,38.789694
-0.2261945,39.7739927
-0.3609996,39.4894842
-1.076748,37.9830546
0.574722,40.716889
-0.4430654,38.7305901
-0.447889,38.781417
-0.414056,39.378389
-0.512806,39.228
-0.3565727,39.5020642
-0.392083,39.481417
-0.493333,39.567028
-0.389861,39.397083
-0.698972,39.390528
-1.140389,37.965167
-0.2030442,38.9683643
0.0603735,38.718216
-1.339556,40.772944
-0.6130283,38.7616461
0.0539923,38.7979492
-0.078472,38.605917
-0.889278,38.147139
-0.904548,39.4559611
-0.305,39.622417
-0.761067,37.9036209
-1.262694,39.967139
0.1863688,38.7707081
-1.165111,38.108611
-0.517667,39.121278
-0.5298808,39.2114567
-0.80475,38.473944
-0.4633655,39.485057
-0.786556,38.630583
-0.366778,39.532389
-1.366139,39.90475
-0.6640671,38.7185908
-0.7598565,40.2477432
-0.450361,38.426528
-0.39175,39.402667
-0.987763,40.588172
-0.6908305,38.9783106
-0.848417,38.6184398
-0.7239525,39.4666879
-1.1245,39.474639
-1.1152093,37.98748
-1.344639,40.61525
-1.362694,38.177528
-0.3218883,39.5844545
-0.7306993,38.0878807
-0.909722,38.518611
-1.496207,40.739395
-0.424806,39.140778
-0.080299,40.2285393
-1.416278,38.032944
-0.5267802,39.0000896
-0.4484032,38.7819109
-0.1816938,38.971617
-1.219778,38.087444
-0.5569506,38.9156991
-0.4563433,39.439226
-0.2896027,40.2945467
-0.6778935,39.4911628
-0.40667,39.3413757
-0.418611,39.307778
-0.9541611,38.0824737
